school,vacc,q_high,q_med,q_low,P,lo,hi,curve
High,0.8,21,7,3,0.0215,0.0160006940703447,0.0288339874733462,High_7
High,0.8,21,7,5,0.021,0.0155734357064525,0.0282631629548389,High_7
High,0.8,21,7,7,0.0175,0.0126096775369995,0.0242403409474955,High_7
High,0.8,21,14,0,0.011,0.00727537083731509,0.0165995701759866,High_14
High,0.8,21,14,3,0.017,0.0121906065577825,0.023661329044313,High_14
High,0.8,21,14,5,0.021,0.0155734357064525,0.0282631629548389,High_14
High,0.8,21,14,7,0.0225,0.0168577864507217,0.0299730608577682,High_14
High,0.8,21,14,10,0.0235,0.0177181327898202,0.0311088802834686,High_14
High,0.8,21,14,14,0.021,0.0155734357064525,0.0282631629548389,High_14
High,0.8,21,21,0,0.008,0.00493025378658916,0.0129561899323156,High_21
High,0.8,21,21,3,0.0135,0.00929443086767369,0.0195709245576254,High_21
High,0.8,21,21,5,0.0195,0.0142971752817024,0.0265451747323905,High_21
High,0.8,21,21,7,0.0145,0.0101146109999731,0.0207469101901249,High_21
High,0.8,21,21,10,0.02,0.0147216437672432,0.0271187891292492,High_21
High,0.8,21,21,14,0.017,0.0121906065577825,0.023661329044313,High_21
High,0.8,21,21,21,0.0295,0.0229387465974671,0.0378652610646156,High_21
High,0.85,7,0,0,0,0,0.00191711760051293,High_0
High,0.85,7,7,0,0,0,0.00191711760051293,High_7
High,0.85,7,7,3,0,0,0.00191711760051293,High_7
High,0.85,7,7,5,0,0,0.00191711760051293,High_7
High,0.85,7,7,7,0,0,0.00191711760051293,High_7
High,0.85,14,0,0,0,0,0.00191711760051293,High_0
High,0.85,14,7,0,0,0,0.00191711760051293,High_7
High,0.85,14,7,3,0,0,0.00191711760051293,High_7
High,0.85,14,7,5,0,0,0.00191711760051293,High_7
High,0.85,14,7,7,0,0,0.00191711760051293,High_7
High,0.85,14,14,0,0,0,0.00191711760051293,High_14
High,0.85,14,14,3,0,0,0.00191711760051293,High_14
High,0.85,14,14,5,0,0,0.00191711760051293,High_14
High,0.85,14,14,7,0,0,0.00191711760051293,High_14
High,0.85,14,14,10,0,0,0.00191711760051293,High_14
High,0.85,14,14,14,0,0,0.00191711760051293,High_14
High,0.85,21,0,0,0,0,0.00191711760051293,High_0
High,0.85,21,7,0,0,0,0.00191711760051293,High_7
High,0.85,21,7,3,0,0,0.00191711760051293,High_7
High,0.85,21,7,5,0,0,0.00191711760051293,High_7
High,0.85,21,7,7,0,0,0.00191711760051293,High_7
High,0.85,21,14,0,0,0,0.00191711760051293,High_14
High,0.85,21,14,3,0,0,0.00191711760051293,High_14
High,0.85,21,14,5,0,0,0.00191711760051293,High_14
High,0.85,21,14,7,0,0,0.00191711760051293,High_14
High,0.85,21,14,10,0,0,0.00191711760051293,High_14
High,0.85,21,14,14,0,0,0.00191711760051293,High_14
High,0.85,21,21,0,0,0,0.00191711760051293,High_21
High,0.85,21,21,3,0,0,0.00191711760051293,High_21
High,0.85,21,21,5,0,0,0.00191711760051293,High_21
High,0.85,21,21,7,0,0,0.00191711760051293,High_21
High,0.85,21,21,10,0,0,0.00191711760051293,High_21
High,0.85,21,21,14,0,0,0.00191711760051293,High_21
High,0.85,21,21,21,0,0,0.00191711760051293,High_21
