school,vacc,q_high,q_med,q_low,P,lo,hi,curve
High,0.8,7,7,0,0.144,0.129294921549577,0.160070066181988,High_7
High,0.8,7,7,3,0.1395,0.125005339203625,0.155376902586345,High_7
High,0.8,7,7,5,0.15,0.135022262035984,0.166319720284375,High_7
High,0.8,7,7,7,0.1555,0.140279905641073,0.17204098838568,High_7
High,0.8,14,0,0,0.1095,0.0965556394457896,0.123941629400211,High_0
High,0.8,14,7,0,0.0865,0.0749592477932692,0.099626208462355,High_7
High,0.8,14,7,3,0.1,0.0876090114116059,0.113924682668804,High_7
High,0.8,14,7,5,0.094,0.0819769735831888,0.107579725908428,High_7
High,0.8,14,7,7,0.113,0.0998600994801706,0.127623749542626,High_7
High,0.8,14,14,0,0.0905,0.0786988056839471,0.103871313630873,High_14
High,0.8,14,14,3,0.0895,0.0777632087146062,0.102810744835415,High_14
High,0.8,14,14,5,0.099,0.0866692996199522,0.112868228695659,High_14
High,0.8,14,14,7,0.0865,0.0749592477932692,0.099626208462355,High_14
High,0.8,14,14,10,0.0995,0.0871391048573318,0.113396506340679,High_14
High,0.8,14,14,14,0.106,0.0932555562859391,0.120255132383265,High_14
High,0.8,21,0,0,0.0845,0.0730923725130293,0.097500752212997,High_0
High,0.8,21,7,0,0.066,0.0559292280367181,0.0777348300405272,High_7
High,0.8,21,7,3,0.0875,0.0758934225565966,0.100688199463827,High_7
High,0.8,21,7,5,0.086,0.0744923432466777,0.099095030126547,High_7
High,0.8,21,7,7,0.0875,0.0758934225565966,0.100688199463827,High_7
High,0.8,21,14,0,0.0685,0.0582361911911314,0.0804182812981113,High_14
High,0.8,21,14,3,0.0695,0.0591601649584839,0.0814904732955578,High_14
High,0.8,21,14,5,0.0775,0.0665746510194511,0.0900453133529823,High_14
High,0.8,21,14,7,0.085,0.0735589046253832,0.0980323029830426,High_14
High,0.8,21,14,10,0.0985,0.0861995963793663,0.112339849053846,High_14
High,0.8,21,14,14,0.0985,0.0861995963793663,0.112339849053846,High_14
High,0.8,21,21,0,0.0615,0.0517880063052593,0.0728933058303906,High_21
High,0.8,21,21,3,0.068,0.0577744555409583,0.0798819340658849,High_21
High,0.8,21,21,5,0.0755,0.0647174106677296,0.0879102221751059,High_21
High,0.8,21,21,7,0.0645,0.0545471587679444,0.0761226506621024,High_21
High,0.8,21,21,10,0.0815,0.0702958647254437,0.0943087627061857,High_21
High,0.8,21,21,14,0.086,0.0744923432466777,0.099095030126547,High_21
High,0.8,21,21,21,0.11,0.0970274414533701,0.12446791027503,High_21
High,0.85,7,0,0,0.0365,0.0291296316508845,0.045647536364791,High_0
High,0.85,7,7,0,0.03,0.0233777478065314,0.0384243427379508,High_7
High,0.85,7,7,3,0.0605,0.0508698269024988,0.071815319468352,High_7
High,0.85,7,7,5,0.0685,0.0582361911911314,0.0804182812981113,High_7
High,0.85,7,7,7,0.0835,0.0721596876983309,0.0964372712628964,High_7
High,0.85,14,0,0,0.0295,0.0229387465974671,0.0378652610646156,High_0
High,0.85,14,7,0,0.0265,0.02031682153217,0.0344986888355157,High_7
High,0.85,14,7,3,0.0385,0.0309142030242522,0.0478552965210213,High_7
High,0.85,14,7,5,0.055,0.0458346345893571,0.0658716000750995,High_7
High,0.85,14,7,7,0.0625,0.0527069661708767,0.0739705117295721,High_7
High,0.85,14,14,0,0.024,0.0181494638820871,0.0316756320736012,High_14
High,0.85,14,14,3,0.0385,0.0309142030242522,0.0478552965210213,High_14
High,0.85,14,14,5,0.052,0.0430995713408041,0.0626181660292555,High_14
High,0.85,14,14,7,0.056,0.0467481785557923,0.0669542218734632,High_14
High,0.85,14,14,10,0.059,0.0494940607500394,0.070196836973613,High_14
High,0.85,14,14,14,0.073,0.0623991790110752,0.0852380394197629,High_14
High,0.85,21,0,0,0.027,0.0207522961811078,0.0350612970689775,High_0
High,0.85,21,7,0,0.016,0.0113561643652886,0.0224996054720079,High_7
High,0.85,21,7,3,0.0295,0.0229387465974671,0.0378652610646156,High_7
High,0.85,21,7,5,0.04,0.0322566194460063,0.0495071287464656,High_7
High,0.85,21,7,7,0.0495,0.040827109954759,0.0599002130033031,High_7
High,0.85,21,14,0,0.0155,0.0109409034713965,0.0219167834835005,High_14
High,0.85,21,14,3,0.028,0.0216251075646853,0.0361846514501989,High_14
High,0.85,21,14,5,0.0355,0.0282397576245931,0.0445412446262834,High_14
High,0.85,21,14,7,0.039,0.0313613069833272,0.0484062754443457,High_14
High,0.85,21,14,10,0.0485,0.039919950504439,0.0588112066888242,High_14
High,0.85,21,14,14,0.046,0.037656884800935,0.0560838579803307,High_14
High,0.85,21,21,0,0.018,0.01302991458286,0.0248181867840345,High_21
High,0.85,21,21,3,0.0275,0.0211883969386008,0.0356232791938839,High_21
High,0.85,21,21,5,0.0365,0.0291296316508845,0.045647536364791,High_21
High,0.85,21,21,7,0.041,0.0331533613526873,0.0506065526045836,High_21
High,0.85,21,21,10,0.049,0.0403733961506753,0.0593558439249874,High_21
High,0.85,21,21,14,0.0495,0.040827109954759,0.0599002130033031,High_21
High,0.85,21,21,21,0.0695,0.0591601649584839,0.0814904732955578,High_21
